gene,gene_start,gene_end,CHROM,gene_length
chr18:27462854-27677182,27462854,27677182,18,214329
chr18:27677182-27893878,27677182,27893878,18,216697
chr18:27893878-28101883,27893878,28101883,18,208006
chr18:28101883-28325993,28101883,28325993,18,224111
chr18:28325993-28541588,28325993,28541588,18,215596
chr18:28541588-28756281,28541588,28756281,18,214694
chr18:28756281-28964273,28756281,28964273,18,207993
chr18:28964273-29175156,28964273,29175156,18,210884
chr18:29175156-29386162,29175156,29386162,18,211007
chr18:29386162-29598649,29386162,29598649,18,212488
chr18:29598649-29808673,29598649,29808673,18,210025
chr18:29808673-30019412,29808673,30019412,18,210740
chr18:30019412-30236093,30019412,30236093,18,216682
chr18:30236093-30444420,30236093,30444420,18,208328
chr18:30444420-30650723,30444420,30650723,18,206304
chr18:30650723-30865898,30650723,30865898,18,215176
chr18:30865898-31073635,30865898,31073635,18,207738
chr18:31073635-31283415,31073635,31283415,18,209781
chr18:31283415-31500718,31283415,31500718,18,217304
chr18:31500718-31714487,31500718,31714487,18,213770
chr18:31714487-31945727,31714487,31945727,18,231241
chr18:31945727-32187449,31945727,32187449,18,241723
chr18:32187449-32409804,32187449,32409804,18,222356
chr18:32409804-32625199,32409804,32625199,18,215396
chr18:32625199-32836492,32625199,32836492,18,211294
chr18:32836492-33049499,32836492,33049499,18,213008
chr18:33049499-33262522,33049499,33262522,18,213024
chr18:33262522-33477792,33262522,33477792,18,215271
chr18:33477792-33684691,33477792,33684691,18,206900
chr18:33684691-33906671,33684691,33906671,18,221981
chr18:33906671-34112298,33906671,34112298,18,205628
chr18:34112298-34328306,34112298,34328306,18,216009
chr18:34328306-34545424,34328306,34545424,18,217119
chr18:34545424-34770450,34545424,34770450,18,225027
chr18:34770450-34984740,34770450,34984740,18,214291
chr18:34984740-35197808,34984740,35197808,18,213069
chr18:35197808-35422952,35197808,35422952,18,225145
chr18:35422952-35638639,35422952,35638639,18,215688
chr18:35638639-35870396,35638639,35870396,18,231758
chr18:35870396-36096662,35870396,36096662,18,226267
chr18:36096662-36320819,36096662,36320819,18,224158
chr18:36320819-36527789,36320819,36527789,18,206971
chr18:36527789-36737207,36527789,36737207,18,209419
chr18:36737207-36952541,36737207,36952541,18,215335
chr18:36952541-37188123,36952541,37188123,18,235583
chr18:37188123-37399610,37188123,37399610,18,211488
chr18:37399610-37601899,37399610,37601899,18,202290
chr18:37601899-37811232,37601899,37811232,18,209334
chr18:37811232-38037475,37811232,38037475,18,226244
chr18:38037475-38246755,38037475,38246755,18,209281
chr18:38246755-38453667,38246755,38453667,18,206913
chr18:38453667-38656869,38453667,38656869,18,203203
chr18:38656869-38863529,38656869,38863529,18,206661
chr18:38863529-39070901,38863529,39070901,18,207373
chr18:39070901-39285949,39070901,39285949,18,215049
chr18:39285949-39499483,39285949,39499483,18,213535
chr18:39499483-39712074,39499483,39712074,18,212592
chr18:39712074-39920727,39712074,39920727,18,208654
chr18:39920727-40138802,39920727,40138802,18,218076
chr18:40138802-40353563,40138802,40353563,18,214762
chr18:40353563-40560197,40353563,40560197,18,206635
chr18:40560197-40767121,40560197,40767121,18,206925
chr18:40767121-40980793,40767121,40980793,18,213673
chr18:40980793-41187648,40980793,41187648,18,206856
chr18:41187648-41393418,41187648,41393418,18,205771
chr18:41393418-41599030,41393418,41599030,18,205613
chr18:41599030-41815134,41599030,41815134,18,216105
chr18:41815134-42022036,41815134,42022036,18,206903
chr18:42022036-42234302,42022036,42234302,18,212267
chr18:42234302-42447379,42234302,42447379,18,213078
chr18:42447379-42668783,42447379,42668783,18,221405
chr18:42668783-42883691,42668783,42883691,18,214909
chr18:42883691-43094133,42883691,43094133,18,210443
chr18:43094133-43311878,43094133,43311878,18,217746
chr18:43311878-43525595,43311878,43525595,18,213718
chr18:43525595-43740330,43525595,43740330,18,214736
chr18:43740330-43957181,43740330,43957181,18,216852
chr18:43957181-44173459,43957181,44173459,18,216279
chr18:44173459-44401623,44173459,44401623,18,228165
chr18:44401623-44617045,44401623,44617045,18,215423
chr18:44617045-44821338,44617045,44821338,18,204294
chr18:44821338-45035803,44821338,45035803,18,214466
chr18:45035803-45244659,45035803,45244659,18,208857
chr18:45244659-45452056,45244659,45452056,18,207398
chr18:45452056-45665660,45452056,45665660,18,213605
chr18:45665660-45895063,45665660,45895063,18,229404
chr18:45895063-46129305,45895063,46129305,18,234243
chr18:46129305-46352129,46129305,46352129,18,222825
chr18:46352129-46559704,46352129,46559704,18,207576
chr18:46559704-46773100,46559704,46773100,18,213397
chr18:46773100-47066428,46773100,47066428,18,293329
chr18:47066428-47278406,47066428,47278406,18,211979
chr18:47278406-47491797,47278406,47491797,18,213392
chr18:47491797-47711175,47491797,47711175,18,219379
chr18:47711175-47921765,47711175,47921765,18,210591
chr18:47921765-48131431,47921765,48131431,18,209667
chr18:48131431-48342183,48131431,48342183,18,210753
chr18:48342183-48555336,48342183,48555336,18,213154
chr18:48555336-48765898,48555336,48765898,18,210563
chr18:48765898-48977563,48765898,48977563,18,211666
chr18:48977563-49199711,48977563,49199711,18,222149
chr18:49199711-49429261,49199711,49429261,18,229551
chr18:49429261-49656869,49429261,49656869,18,227609
chr18:49656869-49882819,49656869,49882819,18,225951
chr18:49882819-50093873,49882819,50093873,18,211055
chr18:50093873-50310417,50093873,50310417,18,216545
chr18:50310417-50539154,50310417,50539154,18,228738
chr18:50539154-50748946,50539154,50748946,18,209793
chr18:50748946-50972383,50748946,50972383,18,223438
chr18:50972383-51199305,50972383,51199305,18,226923
chr18:51199305-51417064,51199305,51417064,18,217760
chr18:51417064-51628051,51417064,51628051,18,210988
chr18:51628051-51851531,51628051,51851531,18,223481
chr18:51851531-52063538,51851531,52063538,18,212008
chr18:52063538-52274537,52063538,52274537,18,211000
chr18:52274537-52486566,52274537,52486566,18,212030
chr18:52486566-52695680,52486566,52695680,18,209115
chr18:52695680-52903580,52695680,52903580,18,207901
chr18:52903580-53114521,52903580,53114521,18,210942
chr18:53114521-53333689,53114521,53333689,18,219169
chr18:53333689-53553618,53333689,53553618,18,219930
chr18:53553618-53767162,53553618,53767162,18,213545
chr18:53767162-53989590,53767162,53989590,18,222429
chr18:53989590-54201134,53989590,54201134,18,211545
chr18:54201134-54658644,54201134,54658644,18,457511
chr18:54658644-54875586,54658644,54875586,18,216943
chr18:54875586-55085024,54875586,55085024,18,209439
chr18:55085024-55293464,55085024,55293464,18,208441
chr18:55293464-55498563,55293464,55498563,18,205100
chr18:55498563-55708645,55498563,55708645,18,210083
chr18:55708645-55929906,55708645,55929906,18,221262
chr18:55929906-56142710,55929906,56142710,18,212805
chr18:56142710-56355426,56142710,56355426,18,212717
chr18:56355426-56579325,56355426,56579325,18,223900
chr18:56579325-56793050,56579325,56793050,18,213726
chr18:56793050-56999686,56793050,56999686,18,206637
chr18:56999686-57213947,56999686,57213947,18,214262
chr18:57213947-57433793,57213947,57433793,18,219847
chr18:57433793-57656055,57433793,57656055,18,222263
chr18:57656055-57893333,57656055,57893333,18,237279
chr18:57893333-58110585,57893333,58110585,18,217253
chr18:58110585-58323412,58110585,58323412,18,212828
chr18:58323412-58536822,58323412,58536822,18,213411
chr18:58536822-58755681,58536822,58755681,18,218860
chr18:58755681-58983943,58755681,58983943,18,228263
chr18:58983943-59203939,58983943,59203939,18,219997
chr18:59203939-59429734,59203939,59429734,18,225796
chr18:59429734-59643263,59429734,59643263,18,213530
chr18:59643263-59871050,59643263,59871050,18,227788
chr18:59871050-60099270,59871050,60099270,18,228221
chr18:60099270-60314383,60099270,60314383,18,215114
chr18:60314383-60532152,60314383,60532152,18,217770
chr18:60532152-60744407,60532152,60744407,18,212256
chr18:60744407-60957652,60744407,60957652,18,213246
chr18:60957652-61170437,60957652,61170437,18,212786
chr18:61170437-61384125,61170437,61384125,18,213689
chr18:61384125-61603255,61384125,61603255,18,219131
chr18:61603255-61817602,61603255,61817602,18,214348
chr18:61817602-62029935,61817602,62029935,18,212334
chr18:62029935-62246846,62029935,62246846,18,216912
chr18:62246846-62461436,62246846,62461436,18,214591
chr18:62461436-62683143,62461436,62683143,18,221708
chr18:62683143-62904507,62683143,62904507,18,221365
chr18:62904507-63126300,62904507,63126300,18,221794
chr18:63126300-63335482,63126300,63335482,18,209183
chr18:63335482-63556458,63335482,63556458,18,220977
chr18:63556458-63781547,63556458,63781547,18,225090
chr18:63781547-63998781,63781547,63998781,18,217235
chr18:63998781-64209350,63998781,64209350,18,210570
chr18:64209350-64428252,64209350,64428252,18,218903
chr18:64428252-64650009,64428252,64650009,18,221758
chr18:64650009-64863553,64650009,64863553,18,213545
chr18:64863553-65072847,64863553,65072847,18,209295
chr18:65072847-65284911,65072847,65284911,18,212065
chr18:65284911-65493892,65284911,65493892,18,208982
chr18:65493892-65705560,65493892,65705560,18,211669
chr18:65705560-65916292,65705560,65916292,18,210733
chr18:65916292-66122651,65916292,66122651,18,206360
chr18:66122651-66334099,66122651,66334099,18,211449
chr18:66334099-66541005,66334099,66541005,18,206907
chr18:66541005-66754715,66541005,66754715,18,213711
chr18:66754715-66963469,66754715,66963469,18,208755
chr18:66963469-67173943,66963469,67173943,18,210475
chr18:67173943-67384663,67173943,67384663,18,210721
chr18:67384663-67595088,67384663,67595088,18,210426
chr18:67595088-67810183,67595088,67810183,18,215096
chr18:67810183-68018484,67810183,68018484,18,208302
chr18:68018484-68229556,68018484,68229556,18,211073
chr18:68229556-68446475,68229556,68446475,18,216920
chr18:68446475-68662662,68446475,68662662,18,216188
chr18:68662662-68878792,68662662,68878792,18,216131
chr18:68878792-69086490,68878792,69086490,18,207699
chr18:69086490-69295493,69086490,69295493,18,209004
chr18:69295493-69512493,69295493,69512493,18,217001
chr18:69512493-69721479,69512493,69721479,18,208987
chr18:69721479-69932530,69721479,69932530,18,211052
chr18:69932530-70154605,69932530,70154605,18,222076
chr18:70154605-70378139,70154605,70378139,18,223535
chr18:70378139-70601333,70378139,70601333,18,223195
chr18:70601333-70834146,70601333,70834146,18,232814
chr18:70834146-71055247,70834146,71055247,18,221102
chr18:71055247-71270667,71055247,71270667,18,215421
chr18:71270667-71483641,71270667,71483641,18,212975
chr18:71483641-71695422,71483641,71695422,18,211782
chr18:71695422-71906122,71695422,71906122,18,210701
chr18:71906122-72115188,71906122,72115188,18,209067
chr18:72115188-72329039,72115188,72329039,18,213852
chr18:72329039-72536860,72329039,72536860,18,207822
chr18:72536860-72746681,72536860,72746681,18,209822
chr18:72746681-72953495,72746681,72953495,18,206815
chr18:72953495-73176655,72953495,73176655,18,223161
chr18:73176655-73391871,73176655,73391871,18,215217
chr18:73391871-73606024,73391871,73606024,18,214154
chr18:73606024-73816848,73606024,73816848,18,210825
chr18:73816848-74028672,73816848,74028672,18,211825
chr18:74028672-74245124,74028672,74245124,18,216453
chr18:74245124-74457868,74245124,74457868,18,212745
chr18:74457868-74673665,74457868,74673665,18,215798
chr18:74673665-74885059,74673665,74885059,18,211395
chr18:74885059-75092177,74885059,75092177,18,207119
chr18:75092177-75297222,75092177,75297222,18,205046
chr18:75297222-75501838,75297222,75501838,18,204617
chr18:75501838-75707024,75501838,75707024,18,205187
chr18:75707024-75920893,75707024,75920893,18,213870
chr18:75920893-76130202,75920893,76130202,18,209310
chr18:76130202-76337805,76130202,76337805,18,207604
chr18:76337805-76549519,76337805,76549519,18,211715
chr18:76549519-76779672,76549519,76779672,18,230154
chr18:76779672-77000217,76779672,77000217,18,220546
chr18:77000217-77213930,77000217,77213930,18,213714
chr18:77213930-77442164,77213930,77442164,18,228235
chr18:77442164-77665401,77442164,77665401,18,223238
chr18:77665401-77873195,77665401,77873195,18,207795
chr18:77873195-78080688,77873195,78080688,18,207494
chr18:78080688-78287747,78080688,78287747,18,207060
chr18:78287747-78503161,78287747,78503161,18,215415
chr18:78503161-78715506,78503161,78715506,18,212346
chr18:78715506-78929138,78715506,78929138,18,213633
chr18:78929138-79154772,78929138,79154772,18,225635
chr18:79154772-79377248,79154772,79377248,18,222477
chr18:79377248-79590360,79377248,79590360,18,213113
chr18:79590360-79811140,79590360,79811140,18,220781
chr18:79811140-80037548,79811140,80037548,18,226409
chr19:497992-741863,497992,741863,19,243872
chr19:741863-984613,741863,984613,19,242751
chr19:984613-1219509,984613,1219509,19,234897
chr19:1219509-1441013,1219509,1441013,19,221505
chr19:1441013-1674295,1441013,1674295,19,233283
chr19:1674295-1910203,1674295,1910203,19,235909
chr19:1910203-2149162,1910203,2149162,19,238960
chr19:2149162-2379465,2149162,2379465,19,230304
chr19:2379465-2628424,2379465,2628424,19,248960
chr19:2628424-2864882,2628424,2864882,19,236459
chr19:2864882-3117059,2864882,3117059,19,252178
chr19:3117059-3359336,3117059,3359336,19,242278
chr19:3359336-3595056,3359336,3595056,19,235721
chr19:3595056-3829257,3595056,3829257,19,234202
chr19:3829257-4074661,3829257,4074661,19,245405
chr19:4074661-4329306,4074661,4329306,19,254646
chr19:4329306-4568917,4329306,4568917,19,239612
chr19:4568917-4814278,4568917,4814278,19,245362
chr19:4814278-5065102,4814278,5065102,19,250825
chr19:5065102-5289451,5065102,5289451,19,224350
chr19:5289451-5527455,5289451,5527455,19,238005
chr19:5527455-5776866,5527455,5776866,19,249412
chr19:5776866-6011637,5776866,6011637,19,234772
chr19:6011637-6236513,6011637,6236513,19,224877
chr19:6236513-6481002,6236513,6481002,19,244490
chr19:6481002-6731164,6481002,6731164,19,250163
chr19:6731164-6971552,6731164,6971552,19,240389
chr19:6971552-7523072,6971552,7523072,19,551521
chr19:7523072-7759065,7523072,7759065,19,235994
chr19:7759065-7992754,7759065,7992754,19,233690
chr19:7992754-8247200,7992754,8247200,19,254447
chr19:8247200-8823285,8247200,8823285,19,576086
chr19:8823285-9056226,8823285,9056226,19,232942
chr19:9056226-9300547,9056226,9300547,19,244322
chr19:9300547-9539517,9300547,9539517,19,238971
chr19:9539517-9798023,9539517,9798023,19,258507
chr19:9798023-10038243,9798023,10038243,19,240221
chr19:10038243-10284464,10038243,10284464,19,246222
chr19:10284464-10536486,10284464,10536486,19,252023
chr19:10536486-10784377,10536486,10784377,19,247892
chr19:10784377-11026876,10784377,11026876,19,242500
chr19:11026876-11275871,11026876,11275871,19,248996
chr19:11275871-11524850,11275871,11524850,19,248980
chr19:11524850-11776059,11524850,11776059,19,251210
chr19:11776059-12047106,11776059,12047106,19,271048
chr19:12047106-12294584,12047106,12294584,19,247479
chr19:12294584-12559973,12294584,12559973,19,265390
chr19:12559973-12808486,12559973,12808486,19,248514
chr19:12808486-13044489,12808486,13044489,19,236004
chr19:13044489-13279168,13044489,13279168,19,234680
chr19:13279168-13507215,13279168,13507215,19,228048
chr19:13507215-13754702,13507215,13754702,19,247488
chr19:13754702-13996474,13754702,13996474,19,241773
chr19:13996474-14265878,13996474,14265878,19,269405
chr19:14265878-14529523,14265878,14529523,19,263646
chr19:14529523-14779790,14529523,14779790,19,250268
chr19:14779790-15015998,14779790,15015998,19,236209
chr19:15015998-15249797,15015998,15249797,19,233800
chr19:15249797-15479805,15249797,15479805,19,230009
chr19:15479805-15725097,15479805,15725097,19,245293
chr19:15725097-15960552,15725097,15960552,19,235456
chr19:15960552-16198466,15960552,16198466,19,237915
chr19:16198466-16432040,16198466,16432040,19,233575
chr19:16432040-16666962,16432040,16666962,19,234923
chr19:16666962-16913119,16666962,16913119,19,246158
chr19:16913119-17154923,16913119,17154923,19,241805
chr19:17154923-17401145,17154923,17401145,19,246223
chr19:17401145-17651809,17401145,17651809,19,250665
chr19:17651809-17898336,17651809,17898336,19,246528
chr19:17898336-18151451,17898336,18151451,19,253116
chr19:18151451-18393923,18151451,18393923,19,242473
chr19:18393923-18624710,18393923,18624710,19,230788
chr19:18624710-18855021,18624710,18855021,19,230312
chr19:18855021-19093190,18855021,19093190,19,238170
chr19:19093190-19330741,19093190,19330741,19,237552
chr19:19330741-19557093,19330741,19557093,19,226353
chr19:19557093-19806303,19557093,19806303,19,249211
chr19:19806303-20060317,19806303,20060317,19,254015
chr19:20060317-20607414,20060317,20607414,19,547098
chr19:20607414-20874831,20607414,20874831,19,267418
chr19:20874831-21118589,20874831,21118589,19,243759
chr19:21118589-21364631,21118589,21364631,19,246043
chr19:21364631-21612951,21364631,21612951,19,248321
chr19:21612951-21868739,21612951,21868739,19,255789
chr19:21868739-22130956,21868739,22130956,19,262218
chr19:22130956-22418024,22130956,22418024,19,287069
chr19:22418024-22670254,22418024,22670254,19,252231
chr19:22670254-22932195,22670254,22932195,19,261942
chr19:22932195-23187244,22932195,23187244,19,255050
chr19:23187244-23438272,23187244,23438272,19,251029
chr19:23438272-23688154,23438272,23688154,19,249883
chr19:23688154-23931012,23688154,23931012,19,242859
chr19:23931012-27259597,23931012,27259597,19,3328586
chr19:27259597-27534140,27259597,27534140,19,274544
chr19:27534140-27764616,27534140,27764616,19,230477
chr19:27764616-27987357,27764616,27987357,19,222742
chr19:27987357-28212656,27987357,28212656,19,225300
chr19:28212656-28426275,28212656,28426275,19,213620
chr19:28426275-28646729,28426275,28646729,19,220455
chr19:28646729-28869493,28646729,28869493,19,222765
chr19:28869493-29080775,28869493,29080775,19,211283
chr19:29080775-29306235,29080775,29306235,19,225461
chr19:29306235-29524871,29306235,29524871,19,218637
chr19:29524871-29745026,29524871,29745026,19,220156
chr19:29745026-29980884,29745026,29980884,19,235859
chr19:29980884-30200775,29980884,30200775,19,219892
chr19:30200775-30409053,30200775,30409053,19,208279
chr19:30409053-30619029,30409053,30619029,19,209977
chr19:30619029-30827049,30619029,30827049,19,208021
chr19:30827049-31032672,30827049,31032672,19,205624
chr19:31032672-31239068,31032672,31239068,19,206397
chr19:31239068-31444486,31239068,31444486,19,205419
chr19:31444486-31657333,31444486,31657333,19,212848
chr19:31657333-31866134,31657333,31866134,19,208802
chr19:31866134-32075424,31866134,32075424,19,209291
chr19:32075424-32291756,32075424,32291756,19,216333
chr19:32291756-32510161,32291756,32510161,19,218406
chr19:32510161-32759199,32510161,32759199,19,249039
chr19:32759199-33009267,32759199,33009267,19,250069
chr19:33009267-33254269,33009267,33254269,19,245003
chr19:33254269-33466155,33254269,33466155,19,211887
chr19:33466155-33684505,33466155,33684505,19,218351
chr19:33684505-33902569,33684505,33902569,19,218065
chr19:33902569-34128152,33902569,34128152,19,225584
chr19:34128152-34365102,34128152,34365102,19,236951
chr19:34365102-34600284,34365102,34600284,19,235183
chr19:34600284-34833192,34600284,34833192,19,232909
chr19:34833192-35065276,34833192,35065276,19,232085
chr19:35065276-35287225,35065276,35287225,19,221950
chr19:35287225-35518213,35287225,35518213,19,230989
chr19:35518213-35754258,35518213,35754258,19,236046
chr19:35754258-35991255,35754258,35991255,19,236998
chr19:35991255-36236628,35991255,36236628,19,245374
chr19:36236628-36532937,36236628,36532937,19,296310
chr19:36532937-36773907,36532937,36773907,19,240971
chr19:36773907-37010193,36773907,37010193,19,236287
chr19:37010193-37261468,37010193,37261468,19,251276
chr19:37261468-37537294,37261468,37537294,19,275827
chr19:37537294-37772785,37537294,37772785,19,235492
chr19:37772785-38015638,37772785,38015638,19,242854
chr19:38015638-38253394,38015638,38253394,19,237757
chr19:38253394-38490282,38253394,38490282,19,236889
chr19:38490282-38725449,38490282,38725449,19,235168
chr19:38725449-38987842,38725449,38987842,19,262394
chr19:38987842-39232114,38987842,39232114,19,244273
chr19:39232114-39468903,39232114,39468903,19,236790
chr19:39468903-39708197,39468903,39708197,19,239295
chr19:39708197-39957989,39708197,39957989,19,249793
chr19:39957989-40199790,39957989,40199790,19,241802
chr19:40199790-40433847,40199790,40433847,19,234058
chr19:40433847-40672756,40433847,40672756,19,238910
chr19:40672756-40944699,40672756,40944699,19,271944
chr19:40944699-41217074,40944699,41217074,19,272376
chr19:41217074-41450907,41217074,41450907,19,233834
chr19:41450907-41677694,41450907,41677694,19,226788
chr19:41677694-41907150,41677694,41907150,19,229457
chr19:41907150-42131874,41907150,42131874,19,224725
chr19:42131874-42353646,42131874,42353646,19,221773
chr19:42353646-43346668,42353646,43346668,19,993023
chr19:43346668-43607820,43346668,43607820,19,261153
chr19:43607820-43836214,43607820,43836214,19,228395
chr19:43836214-44056183,43836214,44056183,19,219970
chr19:44056183-44288390,44056183,44288390,19,232208
chr19:44288390-44530094,44288390,44530094,19,241705
chr19:44530094-44763186,44530094,44763186,19,233093
chr19:44763186-45015106,44763186,45015106,19,251921
chr19:45015106-45253048,45015106,45253048,19,237943
chr19:45253048-45497257,45253048,45497257,19,244210
chr19:45497257-45747001,45497257,45747001,19,249745
chr19:45747001-45980632,45747001,45980632,19,233632
chr19:45980632-46211965,45980632,46211965,19,231334
chr19:46211965-46455589,46211965,46455589,19,243625
chr19:46455589-46694136,46455589,46694136,19,238548
chr19:46694136-46933743,46694136,46933743,19,239608
chr19:46933743-47178708,46933743,47178708,19,244966
chr19:47178708-47434327,47178708,47434327,19,255620
chr19:47434327-47671214,47434327,47671214,19,236888
chr19:47671214-47977394,47671214,47977394,19,306181
chr19:47977394-48212198,47977394,48212198,19,234805
chr19:48212198-48457612,48212198,48457612,19,245415
chr19:48457612-48702874,48457612,48702874,19,245263
chr19:48702874-48959951,48702874,48959951,19,257078
chr19:48959951-49223184,48959951,49223184,19,263234
chr19:49223184-49460299,49223184,49460299,19,237116
chr19:49460299-49706383,49460299,49706383,19,246085
chr19:49706383-49940710,49706383,49940710,19,234328
chr19:49940710-50238997,49940710,50238997,19,298288
chr19:50238997-50475284,50238997,50475284,19,236288
chr19:50475284-50713343,50475284,50713343,19,238060
chr19:50713343-50944228,50713343,50944228,19,230886
chr19:50944228-51166771,50944228,51166771,19,222544
chr19:51166771-51390248,51166771,51390248,19,223478
chr19:51390248-51613126,51390248,51613126,19,222879
chr19:51613126-51840455,51613126,51840455,19,227330
chr19:51840455-52070776,51840455,52070776,19,230322
chr19:52070776-52300315,52070776,52300315,19,229540
chr19:52300315-52546357,52300315,52546357,19,246043
chr19:52546357-52820795,52546357,52820795,19,274439
chr19:52820795-53081765,52820795,53081765,19,260971
chr19:53081765-53333888,53081765,53333888,19,252124
chr19:53333888-53598476,53333888,53598476,19,264589
chr19:53598476-53866252,53598476,53866252,19,267777
chr19:53866252-54116896,53866252,54116896,19,250645
chr19:54116896-54360899,54116896,54360899,19,244004
chr19:54360899-54997790,54360899,54997790,19,636892
chr19:54997790-55245901,54997790,55245901,19,248112
chr19:55245901-55476981,55245901,55476981,19,231081
chr19:55476981-55700953,55476981,55700953,19,223973
chr19:55700953-55948928,55700953,55948928,19,247976
chr19:55948928-56191444,55948928,56191444,19,242517
chr19:56191444-56424534,56191444,56424534,19,233091
chr19:56424534-56639874,56424534,56639874,19,215341
chr19:56639874-56864925,56639874,56864925,19,225052
chr19:56864925-57091579,56864925,57091579,19,226655
chr19:57091579-57328919,57091579,57328919,19,237341
chr19:57328919-57560338,57328919,57560338,19,231420
chr19:57560338-57788630,57560338,57788630,19,228293
chr19:57788630-58051060,57788630,58051060,19,262431
chr19:58051060-58288968,58051060,58288968,19,237909
chr20:0-312266,0,312266,20,312267
chr20:312266-540467,312266,540467,20,228202
chr20:540467-760593,540467,760593,20,220127
chr20:760593-981750,760593,981750,20,221158
chr20:981750-1193141,981750,1193141,20,211392
chr20:1193141-1412876,1193141,1412876,20,219736
chr20:1412876-1635309,1412876,1635309,20,222434
chr20:1635309-1853468,1635309,1853468,20,218160
chr20:1853468-2061523,1853468,2061523,20,208056
chr20:2061523-2283185,2061523,2283185,20,221663
chr20:2283185-2497961,2283185,2497961,20,214777
chr20:2497961-2726624,2497961,2726624,20,228664
chr20:2726624-2953046,2726624,2953046,20,226423
chr20:2953046-3187700,2953046,3187700,20,234655
chr20:3187700-3416991,3187700,3416991,20,229292
chr20:3416991-3650678,3416991,3650678,20,233688
chr20:3650678-3877391,3650678,3877391,20,226714
chr20:3877391-4110864,3877391,4110864,20,233474
chr20:4110864-4338228,4110864,4338228,20,227365
chr20:4338228-4556674,4338228,4556674,20,218447
chr20:4556674-4779006,4556674,4779006,20,222333
chr20:4779006-4998735,4779006,4998735,20,219730
chr20:4998735-5233991,4998735,5233991,20,235257
chr20:5233991-5469144,5233991,5469144,20,235154
chr20:5469144-5711918,5469144,5711918,20,242775
chr20:5711918-5939338,5711918,5939338,20,227421
chr20:5939338-6157501,5939338,6157501,20,218164
chr20:6157501-6380259,6157501,6380259,20,222759
chr20:6380259-6587512,6380259,6587512,20,207254
chr20:6587512-6793649,6587512,6793649,20,206138
chr20:6793649-7008880,6793649,7008880,20,215232
chr20:7008880-7223585,7008880,7223585,20,214706
chr20:7223585-7434540,7223585,7434540,20,210956
chr20:7434540-7644002,7434540,7644002,20,209463
chr20:7644002-7857473,7644002,7857473,20,213472
chr20:7857473-8070082,7857473,8070082,20,212610
chr20:8070082-8283118,8070082,8283118,20,213037
chr20:8283118-8494917,8283118,8494917,20,211800
chr20:8494917-8712896,8494917,8712896,20,217980
chr20:8712896-8923278,8712896,8923278,20,210383
chr20:8923278-9134396,8923278,9134396,20,211119
chr20:9134396-9343046,9134396,9343046,20,208651
chr20:9343046-9555226,9343046,9555226,20,212181
chr20:9555226-9768443,9555226,9768443,20,213218
chr20:9768443-9981327,9768443,9981327,20,212885
chr20:9981327-10195520,9981327,10195520,20,214194
chr20:10195520-10406710,10195520,10406710,20,211191
chr20:10406710-10617759,10406710,10617759,20,211050
chr20:10617759-10826108,10617759,10826108,20,208350
chr20:10826108-11033777,10826108,11033777,20,207670
chr20:11033777-11241802,11033777,11241802,20,208026
chr20:11241802-11451384,11241802,11451384,20,209583
chr20:11451384-11666752,11451384,11666752,20,215369
chr20:11666752-11877997,11666752,11877997,20,211246
chr20:11877997-12085666,11877997,12085666,20,207670
chr20:12085666-12298416,12085666,12298416,20,212751
chr20:12298416-12531206,12298416,12531206,20,232791
chr20:12531206-12752193,12531206,12752193,20,220988
chr20:12752193-12972934,12752193,12972934,20,220742
chr20:12972934-13181398,12972934,13181398,20,208465
chr20:13181398-13399055,13181398,13399055,20,217658
chr20:13399055-13623092,13399055,13623092,20,224038
chr20:13623092-13847589,13623092,13847589,20,224498
chr20:13847589-14071836,13847589,14071836,20,224248
chr20:14071836-14297809,14071836,14297809,20,225974
chr20:14297809-14515264,14297809,14515264,20,217456
chr20:14515264-14724978,14515264,14724978,20,209715
chr20:14724978-14938077,14724978,14938077,20,213100
chr20:14938077-15155402,14938077,15155402,20,217326
chr20:15155402-15364450,15155402,15364450,20,209049
chr20:15364450-15570580,15364450,15570580,20,206131
chr20:15570580-15783300,15570580,15783300,20,212721
chr20:15783300-15994259,15783300,15994259,20,210960
chr20:15994259-16200885,15994259,16200885,20,206627
chr20:16200885-16409624,16200885,16409624,20,208740
chr20:16409624-16623390,16409624,16623390,20,213767
chr20:16623390-16840461,16623390,16840461,20,217072
chr20:16840461-17060548,16840461,17060548,20,220088
chr20:17060548-17279404,17060548,17279404,20,218857
chr20:17279404-17491480,17279404,17491480,20,212077
chr20:17491480-17701337,17491480,17701337,20,209858
chr20:17701337-17916784,17701337,17916784,20,215448
chr20:17916784-18150918,17916784,18150918,20,234135
chr20:18150918-18381862,18150918,18381862,20,230945
chr20:18381862-18613404,18381862,18613404,20,231543
chr20:18613404-18829975,18613404,18829975,20,216572
chr20:18829975-19062197,18829975,19062197,20,232223
chr20:19062197-19279238,19062197,19279238,20,217042
chr20:19279238-19486805,19279238,19486805,20,207568
chr20:19486805-19695155,19486805,19695155,20,208351
chr20:19695155-19916843,19695155,19916843,20,221689
chr20:19916843-20134061,19916843,20134061,20,217219
chr20:20134061-20347527,20134061,20347527,20,213467
chr20:20347527-20556710,20347527,20556710,20,209184
chr20:20556710-20766650,20556710,20766650,20,209941
chr20:20766650-20979382,20766650,20979382,20,212733
chr20:20979382-21192509,20979382,21192509,20,213128
chr20:21192509-21410897,21192509,21410897,20,218389
